#Peak	ν(F2) [ppm]	ν(F1) [ppm]	ν(F2) [Hz]	ν(F1) [Hz]	Intensity [abs]	
### Minus
1	8.4435	107.7098	5044.3580	6520.3797	9112.34	
2	8.3730	125.3993	5002.2395	7591.2410	9286.38	
3	8.1088	121.8356	4844.3998	7375.5069	9342.68	
4	6.5881	124.9639	3935.8956	7564.8834	9744.00	
5	8.1323	120.6262	4858.4393	7302.2940	9786.15	
6	6.8347	112.8376	4083.2206	6830.7990	9857.59	
7	7.9209	122.2387	4732.1437	7399.9092	9879.29	
8	8.0208	120.8036	4791.8264	7313.0332	10538.75	
9	7.9444	119.8844	4746.1832	7257.3880	10623.61	
10	6.8758	112.4668	4107.7748	6808.3521	10626.05	
11	8.4200	122.6741	5030.3185	7426.2668	10781.12	
12	8.3378	110.2415	4981.2102	6673.6401	11773.91	
13	8.2556	118.8524	4932.1018	7194.9143	11902.32	
14	8.0325	121.2067	4798.8163	7337.4355	11968.41	
15	8.3907	120.0295	5012.8139	7266.1718	11977.12	
16	8.3965	119.9973	5016.2790	7264.2226	12008.12	
17	8.3437	108.9353	4984.7350	6594.5672	12304.06	
18	7.5452	112.5958	4507.6911	6816.1613	12481.02	
19	8.2850	109.7255	4949.6661	6642.4032	14256.63	
20	8.0090	125.2380	4784.7768	7581.4764	14486.52	
21	8.2674	108.2097	4939.1514	6550.6419	14963.21	
22	8.0677	121.3196	4819.8457	7344.2700	14997.01	
23	8.0853	120.5294	4830.3604	7296.4340	15696.27	
24	8.2086	119.8038	4904.0229	7252.5087	15698.66	
25	8.0442	124.6253	4805.8062	7544.3857	15835.27	
26	8.2497	125.8992	4928.5770	7621.5032	17068.15	
27	8.1617	120.3682	4876.0036	7286.6756	17172.42	
28	8.0325	120.2069	4798.8163	7276.9110	17330.81	
29	8.2439	123.8512	4925.1120	7497.5244	17917.61	
30	8.3026	125.4960	4960.1808	7597.0949	30451.92	
31	7.8740	130.9786	4704.1244	7928.9926	34561.95	
32	8.2380	121.0454	4921.5871	7327.6709	44325.67	
33	8.1617	124.6414	4876.0036	7545.3603	48956.03	
34	8.1558	113.4988	4872.4788	6870.8258	57333.38	
35	7.7742	128.7050	4644.5014	7791.3567	61661.02	
