#Peak	ν(F2) [ppm]	ν(F1) [ppm]	ν(F2) [Hz]	ν(F1) [Hz]	Intensity [abs]	
1	8.3085	121.2228	4963.7056	7338.4101	9339.14	
2	8.3437	110.1770	4984.7350	6669.7355	9939.50	
3	8.4787	120.4649	5065.3873	7292.5294	11131.72	
4	8.2908	116.4820	4953.1312	7051.4184	11781.27	
5	7.8035	128.7372	4662.0060	7793.3059	11805.44	
6	7.5452	113.2892	4507.6911	6858.1373	16727.52	
7	8.2321	125.1735	4918.0623	7577.5718	19054.07	
8	8.1558	117.5624	4872.4788	7116.8221	20148.42	
9	8.2556	122.8837	4932.1018	7438.9552	20226.30	
10	8.2674	108.2258	4939.1514	6551.6166	20280.05	
11	8.3319	108.9514	4977.6854	6595.5419	20490.22	
12	8.2380	123.8835	4921.5871	7499.4797	21638.24	
13	8.2791	109.7255	4946.1413	6642.4032	26786.80	
14	8.1617	113.4827	4876.0036	6869.8511	29291.62	
15	8.1852	122.3032	4890.0431	7403.8138	29649.17	
16	7.9855	114.0632	4770.7373	6904.9926	30785.33	
17	7.9562	123.5610	4753.2328	7479.9567	32448.33	
18	8.2145	109.0482	4907.5477	6601.4018	32505.08	
19	8.1088	117.9978	4844.3998	7143.1797	32979.12	
20	8.4259	122.7064	5033.8433	7428.2221	33168.58	
21	8.0619	114.5308	4816.3806	6933.2995	33583.14	
22	7.8740	112.1281	4704.1244	6787.8483	33684.42	
23	8.2439	126.2055	4925.1120	7640.0456	33746.48	
24	8.3730	109.6126	5002.2395	6635.5686	33853.82	
25	8.1147	120.9809	4847.9246	7323.7663	35928.41	
26	8.2145	125.5767	4907.5477	7601.9802	36072.15	
27	8.0971	123.7545	4837.4100	7491.6705	36447.81	
28	8.3026	123.0127	4960.1808	7446.7645	38018.50	
29	8.4670	121.4163	5058.3975	7350.1239	39490.80	
30	8.0090	125.2219	4784.7768	7580.5018	39552.36	
31	8.1499	114.5308	4868.9540	6933.2995	39846.95	
32	8.1852	121.4486	4890.0431	7352.0792	40403.40	
33	8.0031	122.2065	4781.2520	7397.9599	40418.72	
34	8.1910	123.3191	4893.5082	7465.3129	40527.46	
35	8.2674	119.4652	4939.1514	7232.0111	40642.07	
36	8.0971	121.2228	4837.4100	7338.4101	41926.06	
37	7.7683	122.6096	4640.9766	7422.3622	42028.74	
38	7.9209	122.2710	4732.1437	7401.8645	42144.35	
39	8.3026	125.5122	4960.1808	7598.0756	43298.78	
40	8.1323	123.7706	4858.4393	7492.6451	43313.92	
41	8.1910	119.6425	4893.5082	7242.7442	44158.62	
42	8.3378	122.6257	4981.2102	7423.3368	44636.19	
43	7.8916	123.4804	4714.6391	7475.0774	45185.68	
44	8.0384	120.8519	4802.3411	7315.9571	45625.90	
45	8.0795	119.4329	4826.8953	7230.0557	45984.75	
46	8.1617	121.4808	4876.0036	7354.0285	46212.71	
47	8.2439	118.7556	4925.1120	7189.0543	46986.85	
48	8.2086	119.8038	4904.0229	7252.5087	47110.02	
49	8.3789	125.4315	5005.7643	7593.1903	47209.00	
50	8.0619	122.7064	4816.3806	7428.2221	48287.15	
51	7.7683	128.6888	4640.9766	7790.3760	48827.60	
52	8.0266	121.1744	4795.2915	7335.4801	48854.08	
53	8.0442	124.6253	4805.8062	7544.3857	49051.07	
54	8.1617	119.7554	4876.0036	7249.5788	49146.73	
55	7.8622	120.2553	4697.0748	7279.8410	49549.43	
56	8.1264	122.2871	4854.9145	7402.8391	50027.83	
57	8.0384	120.1908	4802.3411	7275.9364	50978.47	
58	8.0677	121.3518	4819.8457	7346.2193	51431.44	
59	8.1734	124.0609	4882.9935	7510.2189	56018.46	
60	7.9268	119.8199	4735.6685	7253.4834	56772.63	
61	8.2380	121.1261	4921.5871	7332.5562	59401.33	
62	8.0560	121.7066	4812.8558	7367.6977	60980.46	
63	8.1088	124.4801	4844.3998	7535.5958	61532.72	
64	8.1147	121.9001	4847.9246	7379.4115	65861.08	
65	8.0736	120.5133	4823.3705	7295.4594	70481.60	
66	8.1499	120.4649	4868.9540	7292.5294	71005.29	
67	8.0912	124.2221	4833.8852	7519.9774	72436.96	
68	8.0266	122.5290	4795.2915	7417.4829	81207.02	
69	8.1147	120.5617	4847.9246	7298.3894	84869.07	
70	8.1675	124.7381	4879.4687	7551.2142	89252.85	
